title,text
Castro Alves From Brazil,"

Castro Alves from Brazil, for whom did you sing?
Did you sing for the flower? For the water
whose beauty whispered words to the stones?
Did you sing to the eyes, to the torn profile
of the woman you once loved? For the spring?
Yes, but those petals were not dewed,
those black waters had no words,
those eyes were those who saw death,
still burning the tortures behind love,
Spring was splashed with blood.
-I sang for the slaves, aboard the ships
as a dark branch of wrath.
They travelled, and bled from the ships
leaving us the weight of a stolen blood.
-I sang in those days against the inferno,
against the sharp languages of greed,
against the gold drenched in the torment,
against the hand that rose the whip,
against the maestros of darkness.
-Each rose had one dead man in their roots.
The light, the night, the sky were covered in tears,
the eyes separated from wounded hands
and it was my voice the only one to fill the silence.
-I wanted that from the man we could be rescued,
I believed that the route passed through the man,
and from there destiny would be made.
I sang for those who had no voice.
My voice hit doors that until then were closed
so that, fighting, Freedom could be let in.
Castro Alves from Brazil, now that your pure book
is reborn to a free land,
let me, poet of our America,
to crown your head with the laurels of the people.
Your voice joined the eternal and loud voice of the men.
You sang well. You sang how it must be sung."
Cat's Dream,"
How neatly a cat sleeps,
Sleeps with its paws and its posture,
Sleeps with its wicked claws,
And with its unfeeling blood,
Sleeps with ALL the rings a series
Of burnt circles which have formed
The odd geology of its sand-colored tail.
I should like to sleep like a cat,
With all the fur of time,
With a tongue rough as flint,
With the dry sex of fire and
After speaking to no one,
Stretch myself over the world,
Over roofs and landscapes,
With a passionate desire
To hunt the rats in my dreams.
I have seen how the cat asleep
Would undulate, how the night flowed
Through it like dark water and at times,
It was going to fall or possibly
Plunge into the bare deserted snowdrifts.
Sometimes it grew so much in sleep
Like a tiger's great-grandfather,
And would leap in the darkness over
Rooftops, clouds and volcanoes.
Sleep, sleep cat of the night with
Episcopal ceremony and your stone-carved moustache.
Take care of all our dreams
Control the obscurity
Of our slumbering prowess
With your relentless HEART
And the great ruff of your tail."
Clenched Soul,"
We have lost even this twilight.
No one saw us this evening hand in hand
while the blue night dropped on the world.
I have seen from my window
the fiesta of sunset in the distant mountain tops.
Sometimes a piece of sun
burned like a coin in my hand.
I remembered you with my soul clenched
in that sadness of mine that you know.
Where were you then?
Who else was there?
Saying what?
Why will the whole of love come on me suddenly
when I am sad and feel you are far away?
The book fell that always closed at twilight
and my blue sweater rolled like a hurt dog at my feet.
Always, always you recede through the evenings
toward the twilight erasing statues."
"Come With Me, I Said, And No One Knew","
Come with me, I said, and no one knew
where, or how my pain throbbed,
no carnations or barcaroles for me,
only a wound that love had opened.
I said it again: Come with me, as if I were dying,
and no one saw the moon that bled in my mouth
or the blood that rose into the silence.
O Love, now we can forget the star that has such thorns!
That is why when I heard your voice repeat
Come with me, it was as if you had let loose
the grief, the love, the fury of a cork-trapped wine
the geysers flooding from deep in its vault:
in my mouth I felt the taste of fire again,
of blood and carnations, of rock and scald."
Death Alone,"
There are lone cemeteries,
tombs full of soundless bones,
the heart threading a tunnel,
a dark, dark tunnel :
like a wreck we die to the very core,
as if drowning at the heart
or collapsing inwards from skin to soul.
There are corpses,
clammy slabs for feet,
there is death in the bones,
like a pure sound,
a bark without its dog,
out of certain bells, certain tombs
swelling in this humidity like lament or rain.
I see, when alone at times,
coffins under sail
setting out with the pale dead, women in their dead braids,
bakers as white as angels,
thoughtful girls married to notaries,
coffins ascending the vertical river of the dead,
the wine-dark river to its source,
with their sails swollen with the sound of death,
filled with the silent noise of death.
Death is drawn to sound
like a slipper without a foot, a suit without its wearer,
comes to knock with a ring, stoneless and fingerless,
comes to shout without a mouth, a tongue, without a throat.
Nevertheless its footsteps sound
and its clothes echo, hushed like a tree.
I do not know, I am ignorant, I hardly see
but it seems to me that its song has the colour of wet violets,
violets well used to the earth,
since the face of death is green,
and the gaze of death green
with the etched moisture of a violet's leaf
and its grave colour of exasperated winter.
But death goes about the earth also, riding a broom
lapping the ground in search of the dead -
death is in the broom,
it is the tongue of death looking for the dead,
the needle of death looking for the thread.
Death lies in our beds :
in the lazy mattresses, the black blankets,
lives a full stretch and then suddenly blows,
blows sound unknown filling out the sheets
and there are beds sailing into a harbour
where death is waiting, dressed as an admiral. "
"Don't Go Far Off, Not Even For A Day","
Don't go far off, not even for a day, because --
because -- I don't know how to say it: a day is long
and I will be waiting for you, as in an empty station
when the trains are parked off somewhere else, asleep.
Don't leave me, even for an hour, because
then the little drops of anguish will all run together,
the smoke that roams looking for a home will drift
into me, choking my lost heart.
Oh, may your silhouette never dissolve on the beach;
may your eyelids never flutter into the empty distance.
Don't leave me for a second, my dearest,
because in that moment you'll have gone so far
I'll wander mazily over all the earth, asking,
Will you come back? Will you leave me here, dying?"
Drunk As Drunk,"
Drunk as drunk on turpentine
From your open kisses,
Your wet body wedged
Between my wet body and the strake
Of our boat that is made of flowers,
Feasted, we guide it; our fingers
Like tallows adorned with yellow metal -
Over the sky's hot rim,
The day's last breath in our sails.
Pinned by the sun between solstice
And equinox, drowsy and tangled together
We drifted for months and woke
With the bitter taste of land on our lips,
Eyelids all sticky, and we longed for lime
And the sound of a rope
Lowering a bucket down its well. Then,
We came by night to the Fortunate Isles,
And lay like fish
Under the net of our kisses."
Enigma with Flower,"

Victory. It has come late, I had not learnt
how to arrive, like the lily, at will,
the white figure, that pierces
the motionless eternity of earth,
pushing at clear, faint, form,
till the hour strikes: that clay,
with a white ray, or a spur of milk.
Shedding of clothing, the thick darkness of soil,
on whose cliff the fair flower advances,
till the flag of its whiteness
defeats the contemptible deep of night,
and, from the motion of light,
spills itself in astonished seed."
Enigmas,"
You've asked me what the lobster is weaving there with
his golden feet?
I reply, the ocean knows this.
You say, what is the ascidia waiting for in its transparent
bell? What is it waiting for?
I tell you it is waiting for time, like you.
You ask me whom the Macrocystis alga hugs in its arms?
Study, study it, at a certain hour, in a certain sea I know.
You question me about the wicked tusk of the narwhal,
and I reply by describing
how the sea unicorn with the harpoon in it dies.
You enquire about the kingfisher's feathers,
which tremble in the pure springs of the southern tides?
Or you've found in the cards a new question touching on
the crystal architecture
of the sea anemone, and you'll deal that to me now?
You want to understand the electric nature of the ocean
spines?
The armored stalactite that breaks as it walks?
The hook of the angler fish, the music stretched out
in the deep places like a thread in the water?
I want to tell you the ocean knows this, that life in its
jewel boxes
is endless as the sand, impossible to count, pure,
and among the blood-colored grapes time has made the
petal
hard and shiny, made the jellyfish full of light
and untied its knot, letting its musical threads fall
from a horn of plenty made of infinite mother-of-pearl.
I am nothing but the empty net which has gone on ahead
of human eyes, dead in those darknesses,
of fingers accustomed to the triangle, longitudes
on the timid globe of an orange.
I walked around as you do, investigating
the endless star,
and in my net, during the night, I woke up naked,
the only thing caught, a fish trapped inside the wind."
Entrance Of The Rivers,"

Beloved of the rivers,beset
By azure water and transparent drops,
Like a tree of veins your spectre
Of dark goddess biting apples:
And then awakening naked
To be tattoed by the rivers,
And in the wet heights your head
Filled the world with new dew.
Water rose to your waist,
You are made of wellsprings
And lakes shone on your forehead.
From your sources of density you drew
Water like vital tears
And hauled the riverbeds to the sand
Across the planetary night,
Crossing rough, dilated stone,
Breaking down on the way
All the salt of geology,
Cutting through forests of compact walls
Dislodging the muscles of quartz."
Fable of the Mermaid and the Drunks,"

All those men were there inside,
when she came in totally naked.
They had been drinking: they began to spit.
Newly come from the river, she knew nothing.
She was a mermaid who had lost her way.
The insults flowed down her gleaming flesh.
Obscenities drowned her golden breasts.
Not knowing tears, she did not weep tears.
Not knowing clothes, she did not have clothes.
They blackened her with burnt corks and cigarette stubs,
and rolled around laughing on the tavern floor.
She did not speak because she had no speech.
Her eyes were the colour of distant love,
her twin arms were made of white topaz.
Her lips moved, silent, in a coral light,
and suddenly she went out by that door.
Entering the river she was cleaned,
shining like a white stone in the rain,
and without looking back she swam again
swam towards emptiness, swam towards death."
Finale,"

Matilde, years or days
sleeping, feverish,
here or there,
gazing off,
twisting my spine,
bleeding true blood,
perhaps I awaken
or am lost, sleeping:
hospital beds, foreign windows,
white uniforms of the silent walkers,
the clumsiness of feet.
And then, these journeys
and my sea of renewal:
your head on the pillow,
your hands floating
in the light, in my light,
over my earth.
It was beautiful to live
when you lived!
The world is bluer and of the earth
at night, when I sleep
enormous, within your small hands."
Fleas Interest Me So Much,"

Fleas interest me so much
that I let them bite me for hours.
They are perfect, ancient, Sanskrit,
machines that admit of no appeal.
They do not bite to eat,
they bite only to jump;
they are the dancers of the celestial sphere,
delicate acrobats
in the softest and most profound circus;
let them gallop on my skin,
divulge their emotions,
amuse themselves with my blood,
but someone should introduce them to me.
I want to know them closely,
I want to know what to rely on."
From The Heights Of Maccho Picchu,"

Rise up to be born with me, brother.
Give me your hand from the deep
Zone seeded by your sorrow.
You won't return from under the rocks.
You won't return from your subterranean time.
Your hardened voice won't return.
Your gouged-out eyes won't return.
Look at me from the depth of the earth,
laborer, weaver, silent shepherd:
tamer of wild llamas like spirit images:
construction worker on a daring scaffold:
waterer of the tears of the Andes:
jeweler with broken fingers:
farmer trembling as you sow:
potter, poured out into your clay:
bring to the cup of this new life
your old buried sorrows.
Show me your blood and your furrow,
Tell me, ""Here I was punished,
Because the jewel didn't shine or the earth
Didn't yield grain or stones on time.""
Show me the stone you fell over
And the wood on which they crucified you,
Make a spark from the old flints for me,
For the old lamps to show the whips still stuck
After centuries in the old wounds
And the axes shining with blood.
I come to speak for your dead mouth.
Across the earth come together all
The silent worn-out lips
And from the depth speak to me all this long night
Like I was pinned down there with you.
Tell me all, chain by chain,
Link by link and step by step,
Sharpen the knives which you hid,
Put them in my breast and in my hand,
Like a river of yellow lighting
Like a river of buried jaguars
And let me weep, hours, days, years,
For blind ages, cycles of stars.
Give me silence, water, hope.
Give me struggle, iron, volcanoes.
Stick bodies to me like magnets.
Draw near to my veins and my mouth.
Speak through my words and my blood."
Gautama Christ,"

The names of God and especially those of His representative
Who is called Jesus or Christ according to holy books and
someone's mouth
These names have been used, worn out and left
On the shores of rivers of of human lives
Like the empty shells of a mollusk.
However when we touch these sacred but exhausted
Names, these wounded scattered petals
Which have come out of the oceans of love and fear
Something still remains, a sip of water,
A rainbow footprint that still shimmers in the light.
While the names of God were used
By the best and the worst, by the clean and the dirty
By the white and the black, by bloody murderers
And by victims flaming gold with napalm
While Nixon with his hands
Of Cain blessed those whom he condemned to death,
While fewer and fewer divine footprints were found
on the beach
People began to study colors,
The future of honey, the sign of uranium
They looked with anxiety and hope for the possibilities
Of killing themselves or not killing themselves, of organizing
themselves into a fabric
Of going further on, of breaking through limits without stopping
What we came across in these blood thirsty times
With their smoke of burning trash, their dead ashes
As we weren't able to stop looking
We often stopped to look at the names of God
We lifted them with tenderness because they reminded us
Of our ancestors, of the first people, those who said the prayers
Those who discovered the hymn that united them in misfortune
And now seeing the empty fragments which sheltered those
ancient people
We feel those smooth substances,
Worn out and used up by good and by evil."
Gentleman Alone,"
The young maricones and the horny muchachas,
The big fat widows delirious from insomnia,
The young wives thirty hours' pregnant,
And the hoarse tomcats that cross my garden at night,
Like a collar of palpitating sexual oysters
Surround my solitary home,
Enemies of my soul,
Conspirators in pajamas
Who exchange deep kisses for passwords.
Radiant summer brings out the lovers
In melancholy regiments,
Fat and thin and happy and sad couples;
Under the elegant coconut palms, near the ocean and moon,
There is a continual life of pants and panties,
A hum from the fondling of silk stockings,
And women's breasts that glisten like eyes.
The salary man, after a while,
After the week's tedium, and the novels read in bed at night,
Has decisively fucked his neighbor,
And now takes her to the miserable movies,
Where the heroes are horses or passionate princes,
And he caresses her legs covered with sweet down
With his ardent and sweaty palms that smell like cigarettes.
The night of the hunter and the night of the husband
Come together like bed sheets and bury me,
And the hours after lunch, when the students and priests are masturbating,
And the animals mount each other openly,
And the bees smell of blood, and the flies buzz cholerically,
And cousins play strange games with cousins,
And doctors glower at the husband of the young patient,
And the early morning in which the professor, without a thought,
Pays his conjugal debt and eats breakfast,
And to top it all off, the adulterers, who love each other truly
On beds big and tall as ships:
So, eternally,
This twisted and breathing forest crushes me
With gigantic flowers like mouth and teeth
And black roots like fingernails and shoes."
Here I Love You,"

Pablo Neruda
Here I love you.
In the dark pines the wind disentangles itself.
The moon glows like phosphorous on the vagrant waters.
Days, all one kind, go chasing each other.
The snow unfurls in dancing figures.
A silver gull slips down from the west.
Sometimes a sail. High, high stars.
Oh the black cross of a ship.
Alone.
Sometimes I get up early and even my soul is wet.
Far away the sea sounds and resounds.
This is a port.
Here I love you.
Here I love you and the horizon hides you in vain.
I love you still among these cold things.
Sometimes my kisses go on those heavy vessels
that cross the sea towards no arrival.
I see myself forgotten like those old anchors.
The piers sadden when the afternoon moors there.
My life grows tired, hungry to no purpose.
I love what I do not have. You are so far.
My loathing wrestles with the slow twilights.
But night comes and starts to sing to me.
The moon turns its clockwork dream.
The biggest stars look at me with your eyes.
And as I love you, the pines in the wind
want to sing your name with their leaves of wire."
"I Crave Your Mouth, Your Voice, Your Hair","
DON'T GO FAR OFF, NOT EVEN FOR A DAY
Don't go far off, not even for a day, because --
because -- I don't know how to say it: a day is long
and I will be waiting for you, as in an empty station
when the trains are parked off somewhere else, asleep.
Don't leave me, even for an hour, because
then the little drops of anguish will all run together,
the smoke that roams looking for a home will drift
into me, choking my lost heart.
Oh, may your silhouette never dissolve on the beach;
may your eyelids never flutter into the empty distance.
Don't leave me for a second, my dearest,
because in that moment you'll have gone so far
I'll wander mazily over all the earth, asking,
Will you come back? Will you leave me here, dying? "
I Do Not Love You Except Because I Love You,"

by Pablo Neruda



Email
Print




I Do Not Love You Except Because I Love You by Pablo Neruda
I do not love you except because I love you;
I go from loving to not loving you,
From waiting to not waiting for you
My heart moves from cold to fire.
I love you only because it's you the one I love;
I hate you deeply, and hating you
Bend to you, and the measure of my changing love for you
Is that I do not see you but love you blindly.
Maybe January light will consume
My heart with its cruel
Ray, stealing my key to true calm.
In this part of the story I am the one who
Dies, the only one, and I will die of love because I love you,
Because I love you, Love, in fire and blood.








|
 Share this Poem






< previous poemnext poem >Sad Love Poems






"
I Explain A Few Things,"

You are going to ask: and where are the lilacs?
and the poppy-petalled metaphysics?
and the rain repeatedly spattering
its words and drilling them full
of apertures and birds?
I'll tell you all the news.
I lived in a suburb,
a suburb of Madrid, with bells,
and clocks, and trees.
From there you could look out
over Castille's dry face:
a leather ocean.
My house was called
the house of flowers, because in every cranny
geraniums burst: it was
a good-looking house
with its dogs and children.
Remember, Raul?
Eh, Rafel? Federico, do you remember
from under the ground
my balconies on which
the light of June drowned flowers in your mouth?
Brother, my brother!
Everything
loud with big voices, the salt of merchandises,
pile-ups of palpitating bread,
the stalls of my suburb of Arguelles with its statue
like a drained inkwell in a swirl of hake:
oil flowed into spoons,
a deep baying
of feet and hands swelled in the streets,
metres, litres, the sharp
measure of life,
stacked-up fish,
the texture of roofs with a cold sun in which
the weather vane falters,
the fine, frenzied ivory of potatoes,
wave on wave of tomatoes rolling down the sea.
And one morning all that was burning,
one morning the bonfires
leapt out of the earth
devouring human beings -
and from then on fire,
gunpowder from then on,
and from then on blood.
Bandits with planes and Moors,
bandits with finger-rings and duchesses,
bandits with black friars spattering blessings
came through the sky to kill children
and the blood of children ran through the streets
without fuss, like children's blood.
Jackals that the jackals would despise,
stones that the dry thistle would bite on and spit out,
vipers that the vipers would abominate!
Face to face with you I have seen the blood
of Spain tower like a tide
to drown you in one wave
of pride and knives!
Treacherous
generals:
see my dead house,
look at broken Spain :
from every house burning metal flows
instead of flowers,
from every socket of Spain
Spain emerges
and from every dead child a rifle with eyes,
and from every crime bullets are born
which will one day find
the bull's eye of your hearts.
And you'll ask: why doesn't his poetry
speak of dreams and leaves
and the great volcanoes of his native land?
Come and see the blood in the streets.
Come and see
The blood in the streets.
Come and see the blood
In the streets!"
I Like For You To Be Still,"
I like for you to be still
It is as though you are absent
And you hear me from far away
And my voice does not touch you
It seems as though your eyes had flown away
And it seems that a kiss had sealed your mouth
As all things are filled with my soul
You emerge from the things
Filled with my soul
You are like my soul
A butterfly of dream
And you are like the word: Melancholy
I like for you to be still
And you seem far away
It sounds as though you are lamenting
A butterfly cooing like a dove
And you hear me from far away
And my voice does not reach you
Let me come to be still in your silence
And let me talk to you with your silence
That is bright as a lamp
Simple, as a ring
You are like the night
With its stillness and constellations
Your silence is that of a star
As remote and candid
I like for you to be still
It is as though you are absent
Distant and full of sorrow
So you would've died
One word then, One smile is enough
And I'm happy;
Happy that it's not true"
"I like you calm, as if you were absent","

I like you calm, as if you were absent,
and you hear me far-off, and my voice does not touch you.
It seems that your eyelids have taken to flying:
it seems that a kiss has sealed up your mouth.
Since all these things are filled with my spirit,
you come from things, filled with my spirit.
You appear as my soul, as the butterfly's dreaming,
and you appear as Sadness's word.
I like you calm, as if you were distant,
you are a moaning, a butterfly's cooing.
You hear me far-off, my voice does not reach you.
Let me be calmed, then, calmed by your silence.
Let me commune, then, commune with your silence,
clear as a light, and pure as a ring.
You are like night, calmed, constellated.
Your silence is star-like, as distant, as true.
I like you calm, as if you were absent:
distant and saddened, as if you were dead.
One word at that moment, a smile, is sufficient.
And I thrill, then, I thrill: that it cannot be so.
XV From:' Veinte poemas de amor'
I like you calm, as if you were absent,
and you hear me far-off, and my voice does not touch you.
It seems that your eyelids have taken to flying:
it seems that a kiss has sealed up your mouth.
Since all these things are filled with my spirit,
you come from things, filled with my spirit.
You appear as my soul, as the butterfly's dreaming,
and you appear as Sadness's word.
I like you calm, as if you were distant,
you are a moaning, a butterfly's cooing.
You hear me far-off, my voice does not reach you.
Let me be calmed, then, calmed by your silence.
Let me commune, then, commune with your silence,
clear as a light, and pure as a ring.
You are like night, calmed, constellated.
Your silence is star-like, as distant, as true.
I like you calm, as if you were absent:
distant and saddened, as if you were dead.
One word at that moment, a smile, is sufficient.
And I thrill, then, I thrill: that it cannot be so."
I Remember You As You Were,"

I remember you as you were in the last autumn.
You were the grey beret and the still heart.
In your eyes the flames of the twilight fought on.
And the leaves fell in the water of your soul.
Clasping my arms like a climbing plant
the leaves garnered your voice, that was slow and at peace.
Bonfire of awe in which my thirst was burning.
Sweet blue hyacinth twisted over my soul.
I feel your eyes traveling, and the autumn is far off:
Grey beret, voice of a bird, heart like a house
Towards which my deep longings migrated
And my kisses fell, happy as embers.
Sky from a ship. Field from the hills:
Your memory is made of light, of smoke, of a still pond!
Beyond your eyes, farther on, the evenings were blazing.
Dry autumn leaves revolved in your soul."
In My Sky At Twilight,"

In my sky at twilight you are like a cloud
and your form and colour are the way I love them.
You are mine, mine, woman with sweet lips
and in your life my infinite dreams live.
The lamp of my soul dyes your feet,
the sour wine is sweeter on your lips,
oh reaper of my evening song,
how solitary dreams believe you to be mine!
You are mine, mine, I go shouting it to the afternoon's
wind, and the wind hauls on my widowed voice.
Huntress of the depth of my eyes, your plunder
stills your nocturnal regard as though it were water.
You are taken in the net of my music, my love,
and my nets of music are wide as the sky.
My soul is born on the shore of your eyes of mourning.
In your eyes of mourning the land of dreams begin."
